opinion_id,pew_id,statement
333,EVOTWO_W34,Humans have evolved over time.
334,EVOTHREE_W34,Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this process.
335,EVOBIOA_W34,Most biological scientists say that humans have evolved over time due to processes such as natural selection.
336,ESSENPOLF1A_W36,"In general, it is essential for someone in high political office to be honest and ethical."
337,ESSENPOLF1B_W36,"In general, it is essential for someone in high political office to be compassionate and empathetic."
338,ESSENPOLF1C_W36,"In general, it is essential for someone in high political office to be able to work out compromises."
339,ESSENPOLF1D_W36,"In general, it is essential for someone in high political office to work well under pressure."
340,ESSENPOLF1E_W36,"In general, it is essential for someone in high political office to be willing to take risks."
341,ESSENPOLF1F_W36,"In general, it is essential for someone in high political office to stand up for what they believe in, despite political pressure."
342,ESSENPOLF1G_W36,"In general, it is essential for someone in high political office to be persuasive."
343,ESSENPOLF1H_W36,"In general, it is essential for someone in high political office to maintain a tone of civility and respect in politics."
344,ESSENPOLF1I_W36,"In general, it is essential for someone in high political office to serve as a role model for children."
345,ESSENBIZF2A_W36,"In general, it is essential for someone in a top executive business position to be honest and ethical."
346,ESSENBIZF2B_W36,"In general, it is essential for someone in a top executive business position to be compassionate and empathetic."
347,ESSENBIZF2C_W36,"In general, it is essential for someone in a top executive business position to be able to work out compromises."
348,ESSENBIZF2D_W36,"In general, it is essential for someone in a top executive business position to work well under pressure."
349,ESSENBIZF2E_W36,"In general, it is essential for someone in a top executive business position to be willing to take risks."
350,ESSENBIZF2F_W36,"In general, it is essential for someone in a top executive business position to value people from different backgrounds."
351,ESSENBIZF2G_W36,"In general, it is essential for someone in a top executive business position to provide fair pay and good benefits."
352,ESSENBIZF2H_W36,"In general, it is essential for someone in a top executive business position to negotiate profitable deals."
353,ESSENBIZF2I_W36,"In general, it is essential for someone in a top executive business position to consider the impact of business decisions on society."
354,ESSENBIZF2J_W36,"In general, it is essential for someone in a top executive business position to provide guidance or mentorship to young employees."
355,ESSENBIZF2K_W36,"In general, it is essential for someone in a top executive business position to create a safe and respectful workplace."
356,ESSENBIZF2L_W36,"In general, it is essential for someone in a top executive business position to stand up for what they believe in, despite pressure to make a profit."
357,STYLE1_W36,"In general, when it comes to their approach to leadership, men and women are basically similar."
358,STYLE2_W36,Women (as compared with men) generally have a better approach to leadership in top positions in business and politics.
359,AMNTWMNPF1_W36,"Thinking about the country today, there are too many women in high political offices."
360,AMNTWMNP2F1_W36,The ideal situation when it comes to the number of women in high political office would be having more women than there are now but still not as many women as men.
361,AMNTWMNBF1_W36,"Thinking about the country today, there are too many women in top executive business positions."
362,AMNTWMNB2F1_W36,The ideal situation when it comes to the number of women in top executive business positions would be having more women than there are now but still not as many women as men.
363,EASIERBIZF2_W36,"When thinking about top executive positions in business these days, it is generally easier for men to get these positions."
364,EASIERPOLF2_W36,"Thinking about high political offices these days, it is generally easier for men to get elected to high political offices."
365,EQUALPOLF2_W36,"As more women run for office, it is only a matter of time before there are as many women as men in high political office."
366,EQUALBIZF2_W36,"As more women move into management roles, it is only a matter of time before there are as many women as men in top executive positions."
367,IMPROVE1_W36,Having more women in top leadership positions in business and government would improve the quality of life for women a lot.
368,IMPROVE2_W36,Having more women in top leadership positions in business and government would do a lot to improve the quality of life for men.
369,IMPROVE3_W36,Having more women in top leadership positions in business and government would improve the quality of life for all Americans a lot.
370,WHYNOTPOLF1A_W36,Many Americans not being ready to elect a woman to higher office is a major reason why there are fewer women than men in high political offices.
371,WHYNOTPOLF1B_W36,"Women in politics face gender discrimination, which is a major reason why there are fewer women than men in high political offices."
372,WHYNOTPOLF1C_W36,Family responsibilities making it harder for women to run for higher office is a major reason why there are fewer women than men in high political offices.
373,WHYNOTPOLF1D_W36,A major reason why there are fewer women than men in high political offices is that women aren't tough enough for politics.
374,WHYNOTPOLF1E_W36,Fewer women having the experience required for higher office is a major reason why there are fewer women than men in high political offices.
375,WHYNOTPOLF1F_W36,Women getting less support from party leaders is a major reason why there are fewer women than men in high political offices.
376,WHYNOTPOLF1G_W36,A major reason why there are fewer women than men in high political offices is that women who run for office are held to higher standards than men.
377,WHYNOTPOLF1H_W36,A major reason why there are fewer women than men in high political offices is that women who run for office have to prove themselves more than men.
378,WHYNOTPOLF1I_W36,Not as many women being interested in holding higher office is a major reason why there are fewer women than men in high political offices.
379,WHYNOTPOLF1J_W36,A major reason why there are fewer women than men in high political offices is that women aren't encouraged to pursue leadership positions from an early age.
380,WHYNOTPOLF1K_W36,A major reason why there are fewer women than men in high political offices is that women don't do as good of a job selling their accomplishments.
381,WHYNOTPOLF1L_W36,Sexual harassment creating an environment that makes it harder for women to succeed in politics is a major reason why there are fewer women than men in high political offices.
382,WHYNOTBIZF2A_W36,Many businesses not being ready to hire women for top executive positions is a major reason why there aren't more women in such roles.
383,WHYNOTBIZF2B_W36,"Women in business face gender discrimination, which is a major reason why there aren't more women in top executive business positions."
384,WHYNOTBIZF2C_W36,Family responsibilities making it harder for women to move up in business is a major reason why there aren't more women in top executive positions.
385,WHYNOTBIZF2D_W36,A major reason why there aren't more women in top executive business positions is that women aren't perceived as tough enough for business.
386,WHYNOTBIZF2F_W36,One major reason why there aren't more women in top executive business positions is the belief that women don't make as good managers as men.
387,WHYNOTBIZF2G_W36,A major reason why there aren't more women in top executive business positions is that women are held to higher standards than men.
388,WHYNOTBIZF2H_W36,A major reason why there aren't more women in top executive business positions is that women have to prove themselves more than men.
389,WHYNOTBIZF2I_W36,A major reason why there aren't more women in top executive business positions is that not as many women are interested in these positions.
390,WHYNOTBIZF2J_W36,A major reason why there aren't more women in top executive business positions is that women aren't encouraged to pursue leadership positions from an early age.
391,WHYNOTBIZF2K_W36,A major reason why there aren't more women in top executive business positions is that women don't do as good of a job selling their accomplishments.
392,WHYNOTBIZF2L_W36,A major reason why there aren't more women in top executive business positions is that women don't have access to the same kinds of personal networks and connections that men have.
393,WHYNOTBIZF2M_W36,"Women have fewer opportunities to interact with people in senior positions outside of work, and this is a major reason why there aren't more women in top executive business positions."
394,WHYNOTBIZF2N_W36,A major reason why there aren't more women in top executive business positions is that women are less likely than men to ask for promotions and raises.
395,WHYNOTBIZF2O_W36,Sexual harassment creating an environment that makes it harder for women to succeed in business is a major reason why there aren't more women in top executive business positions.
396,HIGHED_W36,"Now, considering the higher education system, that is colleges and universities, in the United States today, it is heading in the right direction."
397,HIGHEDWRNGA_W36,High tuition costs are a major reason why the higher education system in the U.S. is going in the wrong direction.
398,HIGHEDWRNGB_W36,A major reason why the higher education system in the U.S. is going in the wrong direction is because professors are bringing their political and social views into the classroom.
399,HIGHEDWRNGC_W36,A major reason why the higher education system in the U.S. is going in the wrong direction is that colleges and universities are too concerned about protecting students from views they might find offensive.
400,HIGHEDWRNGD_W36,A major reason why the higher education system in the U.S. is going in the wrong direction is that students are not getting the skills they need to succeed in the workplace.
401,BETTERPOL1F1A_W36,"In general, men in high political offices are better at being honest and ethical."
402,BETTERPOL1F1B_W36,"In general, men in high political offices are better at being compassionate and empathetic."
403,BETTERPOL1F1C_W36,"In general, men in high political offices are better at working out compromises."
404,BETTERPOL1F1D_W36,"In general, men in high political offices are better at working well under pressure."
405,BETTERPOL1F1E_W36,"In general, men in high political offices are better at being willing to take risks."
406,BETTERPOL1F1F_W36,"In general, men in high political offices are better at standing up for what they believe in, despite political pressure."
407,BETTERPOL1F1G_W36,"In general, men in high political offices are better at being persuasive."
408,BETTERPOL1F1H_W36,"In general, men in high political offices are better at maintaining a tone of civility and respect in politics."
409,BETTERPOL1F1I_W36,"In general, men in high political offices are better at serving as a role model for children."
410,BETTERPOL2F1A_W36,"In general, men in high political offices are better at handling economic conditions."
411,BETTERPOL2F1B_W36,"In general, men in high political offices are better at dealing with social issues such as education and health care."
412,BETTERPOL2F1C_W36,"In general, men in high political offices are better at dealing with immigration policy."
413,BETTERPOL2F1D_W36,"In general, men in high political offices are better at dealing with national security and defense."
414,BETTERPOL2F1E_W36,"In general, men in high political offices are better at dealing with the federal budget deficit when thinking about some specific policy areas."
415,BETTERPOL2F1F_W36,"In general, men in high political offices are better at dealing with gun policy when thinking about some specific policy areas."
416,BETTERBIZ1F2A_W36,"In general, men in top executive business positions are better at being honest and ethical."
417,BETTERBIZ1F2B_W36,"In general, men in top executive business positions are better at being compassionate and empathetic."
418,BETTERBIZ1F2C_W36,"In general, men in top executive business positions are better at working out compromises."
419,BETTERBIZ1F2D_W36,"In general, men in top executive business positions are better at working well under pressure."
420,BETTERBIZ1F2E_W36,"In general, men in top executive business positions are better at being willing to take risks."
421,BETTERBIZ1F2F_W36,"In general, men in top executive business positions are better at valuing people from different backgrounds."
422,BETTERBIZ1F2G_W36,"In general, men in top executive business positions are better at providing fair pay and good benefits."
423,BETTERBIZ1F2H_W36,"In general, men in top executive business positions are better at negotiating profitable deals."
424,BETTERBIZ1F2I_W36,"In general, men in top executive business positions are better at considering the impact of business decisions on society."
425,BETTERBIZ1F2J_W36,"In general, men in top executive business positions are better at providing guidance or mentorship to young employees."
426,BETTERBIZ1F2K_W36,"In general, men in top executive business positions are better at creating a safe and respectful workplace."
427,BETTERBIZ1F2L_W36,"In general, men in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit."
428,BETTERBIZ2F2A_W36,"In general, men would do a better job running a major technology company."
429,BETTERBIZ2F2B_W36,"In general, men would do a better job running a major retail chain type of companies."
430,BETTERBIZ2F2C_W36,"In general, men would do a better job running a large bank or financial institution types of companies."
431,BETTERBIZ2F2D_W36,"In general, men are considered to do a better job running large oil or gas company types of companies."
432,BETTERBIZ2F2E_W36,"In general, men would do a better job running major hospital types of companies."
433,BETTERBIZ2F2F_W36,"In general, men would do a better job running professional sports team types of companies."
434,TRAITPOLWF1A_W36,"In general, being decisive mostly helps a woman's chances of getting elected to high political office."
435,TRAITPOLWF1B_W36,"In general, being compassionate mostly helps a woman's chances of getting elected to high political office."
436,TRAITPOLWF1C_W36,"In general, being ambitious mostly helps a woman's chances of getting elected to high political office."
437,TRAITPOLWF1D_W36,Being approachable mostly helps a woman's chances of getting elected to high political office in general.
438,TRAITPOLWF1E_W36,"In general, being assertive mostly helps a woman's chances of getting elected to high political office."
439,TRAITPOLWF1F_W36,"In general, showing emotions mostly helps a woman's chances of getting elected to high political office."
440,TRAITPOLWF1G_W36,"Being physically attractive mostly helps a woman's chances of getting elected to high political office, in general."
441,TRAITPOLMF1A_W36,Being decisive mostly helps a man's chances of getting elected to high political office in general.
442,TRAITPOLMF1B_W36,"In general, being compassionate mostly helps a man's chances of getting elected to high political office."
443,TRAITPOLMF1C_W36,"In general, being ambitious mostly helps a man's chances of getting elected to high political office."
444,TRAITPOLMF1D_W36,"In general, being approachable mostly helps a man's chances of getting elected to high political office."
445,TRAITPOLMF1E_W36,Being assertive mostly helps a man's chances of getting elected to high political office in general.
446,TRAITPOLMF1F_W36,"In general, showing emotions mostly helps a man's chances of getting elected to high political office."
447,TRAITPOLMF1G_W36,"In general, being physically attractive mostly helps a man's chances of getting elected to high political office."
448,POLCHF1_W36,"In general, it is better for a woman who wants to reach high political office to have children before she enters politics."
449,TRAITBIZWF2A_W36,Being decisive mostly helps a woman's chances of getting a top executive business position in general.
450,TRAITBIZWF2B_W36,"In general, being compassionate mostly helps a woman's chances of getting a top executive business position."
451,TRAITBIZWF2C_W36,Being ambitious mostly helps a woman's chances of getting a top executive business position in general.
452,TRAITBIZWF2D_W36,"In general, being approachable mostly helps a woman's chances of getting a top executive business position."
453,TRAITBIZWF2E_W36,"In general, being assertive mostly helps a woman's chances of getting a top executive business position."
454,TRAITBIZWF2F_W36,"In general, showing emotions mostly helps a woman's chances of getting a top executive business position."
455,TRAITBIZWF2G_W36,"In general, being physically attractive mostly helps a woman's chances of getting a top executive business position."
456,TRAITBIZMF2A_W36,Being decisive mostly helps a man's chances of getting a top executive business position in general.
457,TRAITBIZMF2B_W36,"In general, being compassionate mostly helps a man's chances of getting a top executive business position."
458,TRAITBIZMF2C_W36,"In general, being ambitious mostly helps a man's chances of getting a top executive business position."
459,TRAITBIZMF2D_W36,"In general, being approachable mostly helps a man's chances of getting a top executive business position."
460,TRAITBIZMF2E_W36,Being assertive mostly helps a man's chances of getting a top executive business position in general.
461,TRAITBIZMF2F_W36,"In general, showing emotions mostly helps a man's chances of getting a top executive business position."
462,TRAITBIZMF2G_W36,"In general, being physically attractive mostly helps a man's chances of getting a top executive business position."
463,EXECCHF2_W36,"In general, it is better for a woman who wants to reach a top executive position in business to have children early on in her career."
464,WMNPRZ1_W36,It would be a very good thing for the country if a woman was elected president.
465,MOREWMN1F2_W36,It is a good thing that more women are running for U.S. Congress this year than in the past.
466,MOREWMN2F2_W36,"If there were more women in the U.S. Congress, Congress would do a better job of dealing with the country's problems."
467,MOREWMN3F2_W36,"If there were more women in the U.S. Congress, there would be more openness and transparency in government."
468,MOREWMN4F2_W36,"If there were more women in the U.S. Congress, the tone of political debate in Washington would be more respectful."
469,COLSPEECH_W36,"Allowing people to speak their minds freely, even if some students find their views upsetting or offensive, should be more important on college campuses these days."
470,OPTIMIST_W41,"Thinking about the future of the United States in 2050, about 30 years from now, one should be very optimistic."
471,AVGFAM_W41,"Over the next 30 years, the average American family will see its standard of living get better."
472,HAPPENa_W41,"Thinking ahead 30 years, it is more likely that the U.S. economy will be stronger."
473,HAPPENb_W41,"Thinking ahead 30 years, it is more likely that health care will be more affordable in the U.S."
474,HAPPENc_W41,"Thinking ahead 30 years, it is more likely that race relations will improve in the U.S."
475,HAPPENd_W41,"Thinking ahead 30 years, it is more likely that the U.S. will be more important in the world."
476,HAPPENe_W41,"Thinking ahead 30 years, it is more likely that the gap between the rich and the poor in the U.S. will grow."
477,HAPPENf_W41,"Thinking ahead 30 years, it is more likely that the public education system in the U.S. will improve."
478,HAPPENg_W41,"Thinking ahead 30 years, it is more likely that religion will become less important in the U.S."
479,HAPPENhF1_W41,"Thinking ahead 30 years, it is more likely that people 65 and older in the U.S. will have a better standard of living."
480,HAPPENiF2_W41,"Thinking ahead 30 years, it is more likely that children in the U.S. will have a better standard of living."
481,HAPPENj_W41,"Thinking ahead 30 years, it is more likely that the U.S. will be more politically divided."
482,HAPPEN2a_W41,It will definitely happen that there will be a terrorist attack on the U.S. as bad as or worse than 9/11 in the next 30 years.
483,HAPPEN2b_W41,It is definite that the world will face a major energy crisis in the next 30 years.
484,HAPPEN2c_W41,It will definitely happen that there will be a cure for Alzheimer's disease in the next 30 years.
485,HAPPEN2d_W41,It will definitely happen that China will overtake the U.S. as the world's main superpower in the next 30 years.
486,HAPPEN2e_W41,It will definitely happen that a woman will be elected U.S. president in the next 30 years.
487,HAPPEN2f_W41,It will definitely happen that a Hispanic person will be elected U.S. president in the next 30 years.
488,HAPPEN2g_W41,It will definitely happen that most Americans will work into their 70s to have enough resources to retire in the next 30 years.
489,HAPPEN2h_W41,"In the next 30 years, there will definitely be increasing violence against Jews in the U.S."
490,NATDEBT_W41,"Over the next 30 years, it is most likely that the national debt will grow larger."
491,ENVC_W41,"By the year 2050, the overall condition of the environment will be better than it is now."
492,POPPROB_W41,"In 2050, population growth in the U.S. will be a major problem."
493,FTRWORRYa_W41,"When considering the future of our country, one should be very worried about the overall soundness of our economic system."
494,FTRWORRYb_W41,"When thinking about the future of our country, one should be very worried about the ability of public schools to provide a quality education."
495,FTRWORRYc_W41,"When considering the future of our country, one should be very worried about the way the government in Washington works."
496,FTRWORRYd_W41,"Thinking about the future of our country, there is a very high level of worry about the ability of political leaders to solve the country's biggest problems."
497,FTRWORRYe_W41,"When considering the future of our country, one should be very worried about the moral values of Americans."
498,FTRWORRYf_W41,"When considering the future of our country, one should be very worried about climate change."
499,ELDCARE_W41,"Thinking ahead 30 years from now, it is more likely that adults ages 65 and older will be better prepared financially for retirement than older adults are today."
500,ELDFINANCEF1_W41,Family members will be mostly responsible for paying for the long-term care older Americans may need.
501,ELDFINANCEF2_W41,Family members should be mostly responsible for paying for the long-term care older Americans may need.
502,GOVPRIOa_W41,Reducing the national debt should be a top priority to improve the quality of life for future generations.
503,GOVPRIOb_W41,Increasing spending for education should be a top priority to improve the quality of life for future generations.
504,GOVPRIOc_W41,"Providing high-quality, affordable health care to all Americans should be a top priority when deciding what the federal government should do to improve the quality of life for future generations."
505,GOVPRIOd_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, increasing spending on scientific research should be a top priority."
506,GOVPRIOe_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, reducing the gap between the rich and the poor should be a top priority."
507,GOVPRIOfF1_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, reducing military spending should be a top priority."
508,GOVPRIOgF1_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, reducing the number of undocumented immigrants coming into the U.S. should be a top priority."
509,GOVPRIOhF1_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, reducing spending on Social Security, Medicare and Medicaid should be a top priority."
510,GOVPRIOiF1_W41,"Increasing spending for roads, bridges, and other infrastructure should be a top priority when deciding what the federal government should do to improve the quality of life for future generations."
511,GOVPRIOjF1_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, avoiding tax increases should be a top priority."
512,GOVPRIOkF2_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, increasing military spending should be a top priority."
513,GOVPRIOlF2_W41,"If one were deciding what the federal government should do to improve the quality of life for future generations, allowing more immigrants into the U.S. who come here legally should be a top priority."
514,GOVPRIOmF2_W41,"Increasing spending on Social Security, Medicare, and Medicaid should be a top priority when deciding what the federal government should do to improve the quality of life for future generations."
515,GOVPRIOnF2_W41,"Reducing spending for roads, bridges, and other infrastructure should be a top priority when deciding what the federal government should do to improve the quality of life for future generations."
516,GOVPRIOoF2_W41,Dealing with climate change should be a top priority when deciding what the federal government should do to improve the quality of life for future generations.
517,WRKTRN1F1_W41,"Over the next 30 years, the Government should be most responsible for making sure American workers have the right skills and training to get a good job."
518,WRKTRN1F2_W41,"Over the next 30 years, the government should be most responsible for making sure young adults have the right skills and training to get a good job."
519,JOBSECURITY_W41,"By the year 2050, the average working person in this country will have more job security."
520,JOBBENEFITS_W41,"Over the next 30 years, the average working person in this country will have employee benefits, such as health insurance, paid vacations and retirement plans that are better than they are now."
521,AUTOWKPLC_W41,"Overall, the automation of jobs through new technology in the workplace has mostly helped American workers."
522,ROBWRK_W41,"Overall, it is definite that 30 years from now, robots and computers will do much of the work currently done by humans."
523,ROBWRK2_W41,"If robots and computers do much of the work currently done by humans, it would be a very good thing for the country."
524,ROBIMPACTa_W41,"If robots and computers perform most of the jobs currently being done by humans, it is likely that inequality between the rich and the poor would increase."
525,ROBIMPACTb_W41,"If robots and computers perform most of the jobs currently being done by humans, it is likely that the economy would create many new, better-paying jobs for humans."
526,LEGALIMG_W41,"In order to maintain the strength of the U.S. economy over the next 30 years, legal immigration needs to be increased."
527,FUTRCLASSa_W41,"Over the next 30 years, the share of Americans who are upper class is likely to increase."
528,FUTRCLASSb_W41,"Over the next 30 years, the share of Americans who are in the Middle Class is expected to increase."
529,FUTRCLASSc_W41,"Over the next 30 years, the share of Americans who are lower class is likely to increase."
530,HARASS1F1a_W41,"When it comes to sexual harassment and sexual assault in the workplace today, women claiming they have experienced sexual harassment or assault when it hasn't actually happened is a major problem."
531,HARASS1F1b_W41,"When it comes to sexual harassment and sexual assault in the workplace today, employers firing men who have been accused of sexual harassment or assault before finding out is a major problem."
532,HARASS1F1c_W41,"When it comes to sexual harassment and sexual assault in the workplace today, men getting away with committing sexual harassment or assault is a major problem."
533,HARASS1F1d_W41,"When it comes to sexual harassment and sexual assault in the workplace today, women not being believed when they claim that they have experienced sexual harassment or assault is a major problem."
534,HARASS1NOWRKF2a_W41,"When it comes to sexual harassment and sexual assault today, women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is a major problem."
535,HARASS1NOWRKF2c_W41,"When it comes to sexual harassment and sexual assault today, men getting away with committing sexual harassment or assault is a major problem."
536,HARASS1NOWRKF2d_W41,"When it comes to sexual harassment and sexual assault today, women not being believed when they claim that they have experienced sexual harassment or assault is a major problem."
537,HARASS3F1_W41,The increased focus on sexual harassment and assault has made it easier for men to know how to interact with women in the workplace.
538,HARASS3NOWRKF2_W41,The increased focus on sexual harassment and assault has made it easier for men to know how to interact with women.
539,ETHNCMAJMOD_W41,"According to the U.S. Census Bureau, by the year 2050, a majority of the population being made up of blacks, Asians, Hispanics, and other racial minorities will be a very good thing in terms of its impact on the country."
540,AGEMAJ_W41,"According to the U.S. Census Bureau, by the year 2050, the number of people in the population who are 65 or older will outnumber people younger than 18. In terms of its impact on the country, this will be a very good thing."
541,INTRMAR_W41,"According to the U.S. Census Bureau, the increasing trend of people of different races marrying each other these days than in the past is a very good thing in terms of its impact on the country."
542,SSMONEY_W41,"When considering the future of the Social Security system upon retirement, it is believed that there will be enough money to provide benefits to older Americans at current levels."
543,SSCUT_W41,"In considering the long-term future of Social Security, it is closer to my view that some reductions in benefits for future retirees will need to be made, even if this statement is not exactly right."
544,FUTR_ABR_W41,"Thinking again about the year 2050, or 30 years from now, abortion will be legal with no restrictions."
545,FUTR_DIV_W41,"By 2050, it is expected that people who are married will be more likely to get divorced than people are now."
546,FUTR_M_W41,"By 2050, it is expected that people will be more likely to get married than they are now."
547,FUTR_K_W41,"By 2050, it is expected that people will be more likely to have children than they are now."
548,SOLVPROBa_W41,"In the future, science and technology will have a very positive impact in solving the biggest problems facing the country."
549,SOLVPROBb_W41,"In the future, major corporations will have a very positive impact in solving the biggest problems facing the country."
550,SOLVPROBc_W41,"In the future, religious groups will have a very positive impact in solving the biggest problems facing the country."
551,SOLVPROBdF1_W41,"In the future, the government in Washington will have a very positive impact in solving the biggest problems facing the country."
552,SOLVPROBeF2_W41,"In the future, state and local government will have a very positive impact in solving the biggest problems facing the country."
553,SOLVPROBf_W41,"In the future, the news media will have a very positive impact in solving the biggest problems facing the country."
554,SOLVPROBg_W41,"In the future, the military will have a very positive impact in solving the biggest problems facing the country."
555,SOLVPROBh_W41,"In the future, colleges and universities will have a very positive impact in solving the biggest problems facing the country."
556,SOLVPROBi_W41,"In the future, public K-12 schools will have a very positive impact in solving the biggest problems facing the country."
557,PAST_W42,"Compared to twenty years ago, developments in science have made people's lives better."
558,FUTURE_W42,"Looking ahead to the next twenty years, developments in science will make people's lives better."
559,SC1_W42,"Overall, science has had a mostly positive effect on our society."
560,CONFa_W42,Elected officials act in the best interests of the public.
561,CONFb_W42,The news media acts in the best interests of the public.
562,CONFc_W42,The military acts in the best interests of the public.
563,CONFd_F1_W42,Medical scientists act in the best interests of the public.
564,CONFd_F2_W42,Scientists act in the best interests of the public.
565,CONFe_W42,Religious leaders act in the best interests of the public.
566,CONFf_W42,Public school principals for grades K-12 act in the best interests of the public.
567,CONFg_W42,Business leaders act in the best interests of the public.
568,POLICY1_W42,"Scientists should take an active role in public policy debates about scientific issues, even if neither view is exactly right."
569,POLICY2_W42,Public opinion should play an important role to guide policy decisions about scientific issues.
570,POLICY3_W42,"In general, it can be said that scientific experts are usually better at making good policy decisions about scientific issues than other people."
571,RQ4_F1Aa_W42,"When thinking about medical research scientists, they do a good job conducting research all or most of the time."
572,RQ4_F1Ab_W42,Medical research scientists provide fair and accurate information when making statements about their research all or most of the time.
573,RQ4_F1Ac_W42,Medical research scientists admit mistakes and take responsibility for them all or most of the time.
574,RQ4_F1Ad_W42,Medical research scientists are transparent about potential conflicts of interest with industry groups in their research all or most of the time.
575,RQ4_F1Ae_W42,Medical research scientists care about the best interests of the public all or most of the time.
576,RQ5_F1A_W42,"Overall, research misconduct by medical research scientists is a very big problem."
577,RQ6_F1A_W42,"When one hears or reads news stories about research misconduct by medical research scientists, these cases should be thought of as isolated incidents."
578,RQ7_F1A_W42,"When discussing problems with research misconduct among medical research scientists, most medical research scientists have good intentions, and it's the research system that's broken."
579,RQ8_F1A_W42,Medical research scientists face serious consequences if they engage in research misconduct all or most of the time.
580,RQ4_F1Ba_W42,Environmental research scientists do a good job conducting research all or most of the time.
581,RQ4_F1Bb_W42,Environmental research scientists provide fair and accurate information when making statements about their research all or most of the time.
582,RQ4_F1Bc_W42,Environmental research scientists admit mistakes and take responsibility for them all or most of the time.
583,RQ4_F1Bd_W42,Environmental research scientists are transparent about potential conflicts of interest with industry groups in their research all or most of the time.
584,RQ4_F1Be_W42,Environmental research scientists care about the best interests of the public all or most of the time.
585,RQ5_F1B_W42,"Overall, research misconduct by environmental research scientists is a very big problem."
586,RQ6_F1B_W42,"When one hears or reads news stories about research misconduct by environmental research scientists, these cases should be thought of as isolated incidents."
587,RQ7_F1B_W42,"When problems with research misconduct among environmental research scientists are mentioned, it is closer to the view that most environmental research scientists have good intentions, and it's the research system that's broken."
588,RQ8_F1B_W42,Environmental research scientists face serious consequences all or most of the time if they engage in research misconduct.
589,RQ3_F1Ca_W42,What is known about nutrition research scientists is because one knows someone who does this.
590,RQ3_F1Cb_W42,What one knows about nutrition research scientists is because they learned about this in school.
591,RQ3_F1Cc_W42,What one knows about nutrition research scientists is because they learned about this in their job.
592,RQ3_F1Cd_W42,What is known about nutrition research scientists is because one has heard or read about this in the news.
593,RQ4_F1Ca_W42,"When thinking about nutrition research scientists, they do a good job conducting research all or most of the time."
594,RQ4_F1Cb_W42,"When making statements about their research, nutrition research scientists provide fair and accurate information all or most of the time."
595,RQ4_F1Cc_W42,Nutrition research scientists admit mistakes and take responsibility for them all or most of the time.
596,RQ4_F1Cd_W42,"When thinking about nutrition research scientists, they are transparent about potential conflicts of interest with industry groups in their research all or most of the time."
597,RQ4_F1Ce_W42,Nutrition research scientists care about the best interests of the public all or most of the time.
598,RQ5_F1C_W42,"Overall, research misconduct by nutrition research scientists is a very big problem."
599,RQ6_F1C_W42,"When one hears or reads news stories about research misconduct by nutrition research scientists, these cases should be thought of as isolated incidents."
600,RQ7_F1C_W42,"When problems with research misconduct among nutrition research scientists are mentioned, it is closer to the view that most nutrition research scientists have good intentions, and it's the research system that's broken."
601,RQ8_F1C_W42,Nutrition research scientists face serious consequences if they engage in research misconduct all or most of the time.
602,PQ3_F2Aa_W42,What one knows about medical doctors is because they know someone who does this.
603,PQ3_F2Ab_W42,What one knows about medical doctors is because they learned about this in school.
604,PQ3_F2Ac_W42,What one knows about medical doctors is because they learned about this in their job.
605,PQ3_F2Ad_W42,What is known about medical doctors is because one has heard or read about this in the news.
606,PQ4_F2Aa_W42,Medical doctors do a good job providing diagnoses and treatment recommendations all or most of the time.
607,PQ4_F2Ab_W42,"When making recommendations, medical doctors provide fair and accurate information all or most of the time."
608,PQ4_F2Ac_W42,"When considering medical doctors, they admit mistakes and take responsibility for them all or most of the time."
609,PQ4_F2Ad_W42,"When thinking about medical doctors, they are transparent about potential conflicts of interest with industry groups in their work all or most of the time."
610,PQ4_F2Ae_W42,Medical doctors care about the best interests of their patients all or most of the time.
611,PQ5_F2A_W42,"Overall, professional misconduct by medical doctors is a very big problem."
612,PQ6_F2A_W42,"When one hears or reads news stories about professional misconduct by medical doctors, these cases should be thought of as isolated incidents."
613,PQ7_F2A_W42,"When it comes to problems with professional misconduct among medical doctors, the view that most medical doctors have good intentions and it's the system that's broken, comes closer to the truth, even if neither is exactly right."
614,PQ8_F2A_W42,Medical doctors face serious consequences all or most of the time if they engage in professional misconduct.
615,PQ3_F2Ba_W42,What one knows about environmental health specialists is because they know someone who does this.
616,PQ3_F2Bb_W42,What is known about environmental health specialists is because it was learned about this in school.
617,PQ3_F2Bc_W42,What is known about environmental health specialists is because it was learned about this in one's job.
618,PQ3_F2Bd_W42,What is known about environmental health specialists is because one has heard or read about this in the news.
619,PQ4_F2Ba_W42,Environmental health specialists do a good job providing recommendations about how to address risks to human health from the environment all or most of the time.
620,PQ4_F2Bb_W42,Environmental health specialists provide fair and accurate information when making recommendations all or most of the time.
